1, 63500
2, 16500
3, 11100
4, 3900
5, 4500
6, 3400
7, 3800
8, 5000
9, 3900
10, 4500
11, 4300
12, 8100
13, 4300
14, 4900
15, 4800
16, 5700
17, 5000
18, 7600
19, 5500
20, 22600
21, 5400
22, 6400
23, 5500
24, 6400
25, 5400
26, 7700
27, 10000
28, 6800
29, 5200
30, 6700
31, 5800
32, 8500
33, 4600
34, 6100
35, 8100
36, 8100
37, 7200
38, 6500
39, 9800
40, 6300
41, 7500
42, 7000
43, 8500
44, 70900
45, 10400
46, 8800
47, 11500
48, 11400
49, 8300
50, 6800
51, 9200
52, 7000
53, 10600
54, 6800
55, 9200
56, 7600
57, 8400
58, 10700
59, 9400
60, 6900
61, 7400
62, 6900
63, 10700
64, 10900
65, 9500
66, 7600
67, 9000
68, 7600
69, 8300
70, 9900
71, 9300
72, 37900
73, 7900
74, 6800
75, 8500
76, 6800
77, 9300
78, 7900
79, 9900
80, 7100
81, 7700
82, 6900
83, 9100
84, 10300
85, 8300
86, 6600
87, 9000
88, 7000
89, 7800
90, 9100
91, 10100
92, 6700
93, 7500
94, 6900
95, 9300
96, 14800
97, 11000
98, 7200
99, 9000
100, 7000
101, 7800
102, 7100
103, 10000
104, 7100
105, 8100
106, 7300
107, 9600
108, 7200
109, 10400
110, 7100
111, 11400
112, 8900
113, 12500
114, 6900
115, 11700
116, 12000
117, 13400
118, 10400
119, 10100
120, 10900
121, 7800
122, 7100
123, 8700
124, 6900
125, 8100
126, 7100
127, 13000
128, 11400
129, 10900
130, 7400
131, 9800
132, 13100
133, 9000
134, 7800
135, 12700
136, 9200
137, 8700
138, 8100
139, 9500
140, 6800
141, 32600
142, 12600
143, 14900
144, 13100
145, 8700
146, 6100
147, 9200
148, 7500
149, 8100
150, 8500
151, 10400
152, 7800
153, 11500
154, 7900
155, 10000
156, 7900
157, 8900
158, 7700
159, 10600
160, 7900
161, 9000
162, 9200
163, 9400
164, 11100
165, 9200
166, 7600
167, 10500
168, 5500
169, 7200
170, 10500
171, 7700
172, 9300
173, 7300
174, 8400
175, 10700
176, 10800
177, 11700
178, 7800
179, 5800
180, 27500
181, 4500
182, 4900
183, 4100
184, 6000
185, 6900
186, 5400
187, 3800
188, 5000
189, 4700
190, 4400
191, 3800
192, 7600
193, 4500
194, 4800
195, 7200
196, 8400
197, 4300
198, 4800
199, 4000
200, 6200
201, 4000
202, 4800
203, 4100
204, 5500
205, 5000
206, 4800
207, 4000
208, 46900
209, 24400
210, 3500
211, 4900
212, 3600
213, 4900
214, 3400
215, 4000
216, 3200
217, 5600
218, 3100
219, 4000
220, 3200
221, 4400
222, 3000
223, 6400
224, 4900
225, 7600
226, 3300
227, 4000
228, 3200
229, 4700
230, 3300
231, 7800
232, 3300
233, 6300
234, 4500
235, 4400
236, 5500
237, 5900
238, 4100
239, 4600
240, 4100
241, 6900
242, 4000
243, 6400
244, 5000
245, 6900
246, 4400
247, 6500
248, 4800
249, 8400
250, 4700
251, 5300
252, 4600
253, 6400
254, 4700
255, 5400
256, 10200
257, 12400
258, 5500
259, 6200
260, 4600
261, 9700
262, 4200
263, 4500
264, 3500
265, 5500
266, 7500
267, 5700
268, 4400
269, 4900
270, 3600
271, 4800
272, 3800
273, 6000
274, 7100
275, 4800
276, 3600
277, 4700
278, 3600
279, 4100
280, 3400
281, 5400
282, 3400
283, 3900
284, 3400
285, 4700
286, 4100
287, 4100
288, 3300
289, 6700
290, 3400
291, 4000
292, 5700
293, 5400
294, 5300
295, 5200
296, 3700
297, 5800
298, 3800
299, 5300
300, 3200
301, 5200
302, 4100
303, 4400
304, 8100
305, 8100
306, 4300
307, 5000
308, 4200
309, 5400
310, 4100
311, 4800
312, 3200
313, 7000
314, 3000
315, 4000
316, 4700
317, 3700
318, 37200
319, 6100
320, 7300
321, 4000
322, 236300
323, 21700
324, 5500
325, 4100
326, 6100
327, 4000
328, 4600
329, 11100
330, 7300
331, 4300
332, 5100
333, 4400
334, 6000
335, 4500
336, 5100
337, 6000
338, 7700
339, 4400
340, 5100
341, 4300
342, 5900
343, 4100
344, 5000
345, 4300
346, 6900
347, 4500
348, 5300
349, 4600
350, 6100
351, 4500
352, 5500
353, 4600
354, 9300
355, 4200
356, 5400
357, 4800
358, 5800
359, 4000
360, 7600
361, 4400
362, 6400
363, 4300
364, 5100
365, 4400
366, 5700
367, 4300
368, 5100
369, 3600
370, 6200
371, 3600
372, 4500
373, 3600
374, 5000
375, 5100
376, 4900
377, 7100
378, 6700
379, 3800
380, 4800
381, 3800
382, 5500
383, 8200
384, 10600
385, 6500
386, 9400
387, 4300
388, 4900
389, 3800
390, 5300
391, 5100
392, 7200
393, 3800
394, 6200
395, 4000
396, 4900
397, 4200
398, 5500
399, 4600
400, 4600
401, 4100
402, 6700
403, 4300
404, 5000
405, 4100
406, 7000
407, 4300
408, 4600
409, 4300
410, 6700
411, 4400
412, 4800
413, 4100
414, 5600
415, 4200
416, 4800
417, 4000
418, 7600
419, 4100
420, 4700
421, 4000
422, 5400
423, 4200
424, 4700
425, 3900
426, 6200
427, 4100
428, 4700
429, 4000
430, 5600
431, 4300
432, 8000
433, 3800
434, 18300
435, 3700
436, 4700
437, 3900
438, 5400
439, 4000
440, 5100
441, 4000
442, 7700
443, 4100
444, 5100
445, 4100
446, 9300
447, 5900
448, 5000
449, 3900
450, 8200
451, 5400
452, 5500
453, 4500
454, 5400
455, 4100
456, 8400
457, 10000
458, 6300
459, 5500
460, 6600
461, 3800
462, 7700
463, 6700
464, 5300
465, 4100
466, 7000
467, 8000
468, 6400
469, 4100
470, 5800
471, 4100
472, 5500
473, 4300
474, 6900
475, 8800
476, 9900
477, 36800
478, 4300
479, 2700
480, 2800
481, 2200
482, 5500
483, 4900
484, 7200
485, 4700
486, 4300
487, 2200
488, 2800
489, 2300
490, 4000
491, 2100
492, 2800
493, 2200
494, 3300
495, 2800
496, 2900
497, 1300
498, 5300
499, 1300
500, 2200
501, 2800
502, 2100
503, 3200
504, 2100
505, 2700
506, 2100
507, 3800
508, 2200
509, 2900
510, 2500
511, 3200
512, 9800
513, 3300
514, 2200
515, 6100
516, 2500
517, 2700
518, 1200
519, 3200
520, 2100
521, 2600
522, 2100
523, 3900
524, 2100
525, 2800
526, 2000
527, 9800
528, 3700
529, 3000
530, 2700
531, 5100
532, 2300
533, 2700
534, 2300
535, 4100
536, 3100
537, 3700
538, 8400
539, 4400
540, 2800
541, 2900
542, 2200
543, 3400
544, 2200
545, 2800
546, 2300
547, 5200
548, 2200
549, 2900
550, 2200
551, 3400
552, 2200
553, 2800
554, 2200
555, 4400
556, 2500
557, 2900
558, 2200
559, 3400
560, 2200
561, 2700
562, 2100
563, 4600
564, 2300
565, 2700
566, 2000
567, 3300
568, 2200
569, 2900
570, 2100
571, 4300
572, 3100
573, 3600
574, 2500
575, 4300
576, 2800
577, 3300
578, 3100
579, 6900
580, 3400
581, 3700
582, 3200
583, 4400
584, 4600
585, 3500
586, 2800
587, 5300
588, 3100
589, 3700
590, 2800
591, 6500
592, 4700
593, 4500
594, 3000
595, 5700
596, 3500
597, 3900
598, 3500
599, 4200
600, 2800
601, 4400
602, 4200
603, 5400
604, 4600
605, 4000
606, 2000
607, 4200
608, 3300
609, 4300
610, 3100
611, 6900
612, 5100
613, 3100
614, 2500
615, 3000
616, 4600
617, 3000
618, 3800
619, 3300
620, 5000
621, 3000
622, 4200
623, 3600
624, 4900
625, 3200
626, 4000
627, 3800
628, 6400
629, 3900
630, 4200
631, 3200
632, 4500
633, 3000
634, 4100
635, 2900
636, 6700
637, 3100
638, 3800
639, 2800
640, 5700
641, 1900
642, 4200
643, 3300
644, 7900
645, 1900
646, 3000
647, 2600
648, 2900
649, 4100
650, 2800
651, 4000
652, 3100
653, 5700
654, 3200
655, 3800
656, 4300
657, 5900
658, 2900
659, 3600
660, 3000
661, 6000
662, 3100
663, 5800
664, 2700
665, 4200
666, 2500
667, 3400
668, 2700
669, 4600
670, 2700
671, 3200
672, 4200
673, 4400
674, 2900
675, 3800
676, 2700
677, 6000
678, 3000
679, 3700
680, 2800
681, 4400
682, 2800
683, 3500
684, 4500
685, 5700
686, 2900
687, 3700
688, 2800
689, 5700
690, 3000
691, 3700
692, 2900
693, 5700
694, 3200
695, 4100
696, 3200
697, 4600
698, 3200
699, 2500
700, 4300
701, 3600
702, 5300
703, 3300
704, 4000
705, 3000
706, 4800
707, 3200
708, 3900
709, 3100
710, 7500
711, 3500
712, 3900
713, 3200
714, 5300
715, 3200
716, 4200
717, 4200
718, 6500
719, 4700
720, 5900
721, 22700
722, 5500
723, 4200
724, 4500
725, 4200
726, 6400
727, 4200
728, 4600
729, 3900
730, 5300
731, 4200
732, 4600
733, 4400
734, 6000
735, 4500
736, 5500
737, 4200
738, 5400
739, 4400
740, 7600
741, 3900
742, 7400
743, 4200
744, 4400
745, 3600
746, 4500
747, 3500
748, 5000
749, 3400
750, 5600
751, 3300
752, 3600
753, 1700
754, 4800
755, 3100
756, 4000
757, 3200
758, 6000
759, 4000
760, 3800
761, 3100
762, 4700
763, 3300
764, 4300
765, 3500
766, 5600
767, 3500
768, 5800
769, 3700
770, 5100
771, 3700
772, 4400
773, 3400
774, 8500
775, 3400
776, 4200
777, 3200
778, 4900
779, 3400
780, 4500
781, 3500
782, 6100
783, 5500
784, 12900
785, 4000
786, 5800
787, 4000
788, 4900
789, 4700
790, 7200
791, 4100
792, 4900
793, 3900
794, 6600
795, 4100
796, 5000
797, 3900
798, 6400
799, 4000
800, 4900
801, 4000
802, 5400
803, 5600
804, 4500
805, 3800
806, 7500
807, 3800
808, 6500
809, 3800
810, 5200
811, 3400
812, 4100
813, 3500
814, 5900
815, 3500
816, 4200
817, 3200
818, 4400
819, 3100
820, 3700
821, 3200
822, 6000
823, 3200
824, 4000
825, 4800
826, 5100
827, 3400
828, 5300
829, 3000
830, 5400
831, 3300
832, 4000
833, 3200
834, 5400
835, 3000
836, 3800
837, 2700
838, 7500
839, 2900
840, 3800
841, 3100
842, 4600
843, 3200
844, 4500
845, 4300
846, 5200
847, 3300
848, 4100
849, 3200
850, 4700
851, 3200
852, 4000
853, 3300
854, 6200
855, 3300
856, 4000
857, 3200
858, 4700
859, 3200
860, 4000
861, 3200
862, 5300
863, 3200
864, 4100
865, 4600
866, 5000
867, 3400
